"YieldM","Yieldsd","Id","PLANTED","HARVESTED","POPULATION","PC","ROWWIDTH","Soil","TILLAGE","HERBICIDE","FUNGICIDE","INSECTICIDE","Latitude","Longitude","Family","State","pYear"
187.56,9.3,"79750",201-05-17,201-10-19,34000," Corn",30," Sandy Clay Loam"," Conv.-Till"," Generic Glyphosate",NA,NA,44.22,-94.71,"Corn","MN",201
71.71,1.11,"79751",2018-05-17,2018-10-19,131000," Corn",30," Sandy Clay Loam"," Conv.-Till"," None",NA,NA,44.22,-94.71,"Soybean","MN",2018
178.86,22.05,"79752",201-05-16,201-10-03,36000," Soybeans",22," Clay Loam"," No-Till"," Verdict®, Generic Glyphosate, Callisto®",NA,NA,43.83,-94.4,"Corn","MN",201
235.7,NA,"79753",201-05-09,201-11-12,32500," Soybeans",30," Clay Loam"," No-Till"," 3.6 pt Halex® GT, 1 qt Atrazine",NA,NA,41.37,-95.77,"Corn","IA",201
222.38,11.76,"79759",2018-05-08,2018-11-02,34000," Soybeans",30," Loam"," Chisel / Field Cultivation"," Harness Xtra",NA,NA,42.61,-91.82,"Corn","IA",2018
194.6,NA,"79761",201-05-03,201-10-06,31300," Soybeans",30," Clay"," No-Till"," Roundup PowerMAX®, Aatrex",NA,NA,36.77,-86.32,"Corn","KY",201
256.99,14.48,"79764",201-05-03,201-09-27,32000," Soybeans",30," Clay Loam"," No-Till"," Roundup PowerMAX®",NA,NA,37.17,-84.47,"Corn","KY",201
262.61,18.06,"79765",201-04-25,201-10-23,34000," Soybeans",30," Loam"," Field Cultivation / Min.-Till"," Resicore, Roundup",NA,NA,42.29,-91.56,"Corn","IA",201
233.46,16.85,"79768",201-05-17,201-10-01,34500," Soybeans",30," Loam"," Field Cultivation / Min.-Till"," Halex® GT",NA,NA,42.28,-91.95,"Corn","IA",201
55.43,6.35,"79769",2018-05-03,2018-10-24,140000,NA,NA," Clay",NA," Liberty®, Dual, 2,4-D, Roundup",NA,NA,36.81,-86,"Soybean","KY",2018
60.7,2.52,"79772",2018-05-25,2018-10-19,140000," Corn",30," Loam"," Field Cultivation"," Saurus",NA,NA,42.46,-91.92,"Soybean","IA",2018
57.4,3.21,"79774",2018-05-18,2018-10-21,150000," Corn",30," Loam"," Field Cultivation / Conv.-Till"," Fierce, Roundup",NA,NA,42.61,-91.82,"Soybean","IA",2018
210,11.05,"79776",201-05-17,201-09-29,34000," Soybeans",30," Clay Loam"," Conv.-Till"," 2.8 oz Impact",NA,NA,44.32,-94.2,"Corn","MN",201
178.61,18.02,"79777",2018-04-30,2018-09-27,28500," Soybeans",30," Clay Loam"," No-Till"," Corvus®",NA,NA,37.58,-86.01,"Corn","KY",2018
180,NA,"79778",201-05-12,201-10-23,34000," Corn",30," Clay Loam"," No-Till"," Aatrex, Roundup PowerMAX®, Princep",NA,NA,38.54,-84.4,"Corn","KY",201
209.1,NA,"79781",201-05-02,201-09-14,34800,NA,NA," Clay Loam",NA," Degree Xtra, Roundup PowerMAX®,",NA,NA,37.71,-87.7,"Corn","KY",201
187.52,18.34,"79783",201-05-18,201-10-20,30000," Soybeans",30," Sandy Loam"," Conv.-Till"," None",NA,NA,45.22,-96.64,"Corn","SD",201
183.99,10,"79784",201-05-22,201-10-26,32760," Soybeans",30," Clay Loam"," Conv.-Till"," None",NA,NA,44.71,-96.91,"Corn","SD",201
192.88,10.1,"79785",201-05-22,201-10-26,32760," Soybeans",30," Clay Loam"," Conv.-Till"," None",NA,NA,44.88,-96.88,"Corn","SD",201
182.57,11.84,"79786",201-05-22,201-10-27,32760," Soybeans",30," Sandy Clay Loam"," Conv.-Till"," None",NA,NA,44.76,-97.4,"Corn","SD",201
214.04,6.94,"79787",201-05-22,201-10-26,32760," Soybeans",30," Clay Loam"," Conv.-Till"," None",NA,NA,44.89,-97.28,"Corn","SD",201
183.76,20.48,"79790",201-05-22,201-10-25,32000," Soybeans",30," Silt Loam"," Conv.-Till"," None",NA,NA,43.69,-96.15,"Corn","MN",201
56.73,4.82,"79792",2018-05-22,2018-10-30,130000," Corn",30," Silt Loam"," Conv.-Till"," None",NA,NA,43.59,-97.3,"Soybean","SD",2018
223.6,NA,"79797",201-05-14,201-10-22,37000," Corn",30," Sandy Loam"," Field Cultivation"," Roundup, Harness, Atrazine, Callisto®",NA,NA,42.24,-93.1,"Corn","IA",201
249.38,11.99,"79800",201-05-14,201-10-04,34000," Soybeans",30," Silty Clay Loam"," Field Cultivation"," Callisto®, Corvus®, Roundup",NA,NA,42.29,-93.3,"Corn","IA",201
140.17,13.11,"79805",201-05-24,201-10-26,32760," Corn",30," Clay Loam"," Conv.-Till"," None",NA,NA,44.87,-96.85,"Corn","SD",201
233.65,18.32,"79810",201-04-18,201-08-30,32500," Soybeans",30," Silt Loam"," Conv.-Till"," None",NA,NA,37.18,-89.74,"Corn","MO",201
50.7,2.5,"79811",201-05-24,201-10-30,139392," Corn",30," Sandy Loam"," No-Till"," None",NA,NA,44.97,-97.23,"Soybean","SD",201
68.98,5.88,"79813",2018-05-24,2018-11-14,140000," Corn",15," Silt Loam"," Conv.-Till"," Liberty®",NA,NA,42.89,-90.43,"Soybean","WI",2018
226.68,12.29,"79817",2018-05-09,2018-10-26,31000," Soybeans",30," Clay Loam"," No-Till"," Roundup",NA,NA,42.56,-96.82,"Corn","NE",2018
239.64,11.78,"79820",201-05-01,201-10-16,33000," Soybeans",30," Silty Clay Loam"," Chisel / Field Cultivation"," Roundup",NA,NA,40.31,-87.9,"Corn","IL",201
72.12,1.65,"79821",2018-05-11,2018-10-01,130000," Corn",30," Silt Loam"," Chisel / Field Cultivation"," Full Rate Liberty®",NA,NA,40.31,-87.89,"Soybean","IL",2018
64.82,0.99,"79822",2018-05-19,2018-10-19,130000," Corn",30," Clay Loam"," Conv.-Till"," None, Roundup",NA,NA,44.03,-94.42,"Soybean","MN",2018
220.69,14.14,"79823",2018-04-28,2018-10-29,35000," Tomatoes",30," Silt Loam"," Chisel / Field Cultivation"," Roundup",NA,NA,39.82,-87.67,"Corn","IL",2018
62.02,3.29,"79827",2018-05-21,2018-09-28,130000," Corn",30," Clay Loam"," Chisel"," Durango",NA,NA,44.31,-94.2,"Soybean","MN",2018
64.92,1.43,"79829",2018-05-26,2018-10-24,130000," Corn",30," Clay Loam"," Chisel / Conv.-Till"," None",NA,NA,43.93,-94.97,"Soybean","MN",2018
53.49,4.56,"79830",2018-05-26,2018-10-22,145000," Soybeans",30," Sandy Clay Loam"," Conv.-Till"," None",NA,NA,44.58,-96.54,"Soybean","SD",2018
56.46,5.06,"79831",2018-05-24,2018-10-24,160000," Corn",15," Clay"," No-Till"," Roundup PowerMAX®, Authority® XL",NA,NA,37.47,-86.33,"Soybean","KY",2018
235.59,13.43,"79832",201-05-18,201-10-18,34000," Soybeans",30," Clay Loam"," Vertical-Till"," None",NA,NA,42.66,-95.37,"Corn","IA",201
224.64,16.02,"79833",201-05-19,201-10-30,34000," Soybeans",30," Clay Loam"," Field Cultivation"," None",NA,NA,42.71,-94.87,"Corn","IA",201
227.04,13.69,"79834",201-05-18,201-10-31,32000," Soybeans",30," Clay Loam"," N/A"," None",NA,NA,42.37,-94.95,"Corn","IA",201
83.93,4.91,"79835",2018-05-24,2018-10-18,130000," Corn",15," Clay Loam"," Min.-Till"," None",NA,NA,42.66,-95.37,"Soybean","IA",2018
65.67,4.44,"79836",2018-05-26,2018-10-23,130000," Corn",30," Clay Loam"," Vertical-Till"," None",NA,NA,42.35,-95.51,"Soybean","IA",2018
61.54,2.22,"79840",2018-05-26,2018-11-16,160000," Corn",30," Silt Loam"," Conv.-Till"," Flexstar® GT 3.5, Verdict®",NA,NA,42.77,-90.36,"Soybean","WI",2018
57.8,2.49,"79841",2018-05-27,2018-10-22,140000," Corn",30," Silt Loam"," Conv.-Till"," Extreme",NA,NA,43.25,-89.52,"Soybean","WI",2018
193.23,12.75,"79845",201-05-01,201-09-26,34000," Soybeans",30," Sandy Loam"," Min.-Till"," Dual, Roundup PowerMAX®",NA,NA,43.2,-90.08,"Corn","WI",201
197.89,13.81,"79846",201-05-18,201-10-12,32000," Corn",30," Clay Loam"," Conv.-Till"," Acuron®, Roundup",NA,NA,43.24,-92.62,"Corn","IA",201
56.57,3.77,"79847",2018-05-26,2018-10-20,175000," Corn",7.5," Sandy Clay Loam"," No-Till"," Authority, Dual, Roundup, Liberty®",NA,NA,42.09,-95.29,"Soybean","IA",2018
62.21,5.23,"79848",2018-05-23,2018-11-02,156000," Corn",15," Clay Loam"," Conv.-Till"," Durango, Sonic®",NA,NA,41.77,-95.07,"Soybean","IA",2018
159.48,16.3,"79858",201-05-15,201-10-02,31000," Soybeans",30," Clay Loam"," Conv.-Till"," None",NA,NA,37.31,-88.53,"Corn","IL",201
67.18,5.18,"79860",2018-05-29,2018-10-29,150000," Corn",30," Silty Clay Loam"," Field Cultivation / Disk-Rip"," None",NA,NA,41.02,-90.97,"Soybean","IA",2018
262.95,15.58,"79863",201-04-22,201-09-04,34500," Soybeans",30," Silty Clay Loam"," Conv.-Till"," Resicore",NA,NA,39.4,-89.18,"Corn","IL",201
64.41,5.87,"79865",2018-05-17,2018-10-21,230000," Corn",30," Silt Loam"," No-Till"," Liberty®",NA,NA,42.69,-90.43,"Soybean","WI",2018
245.54,10.47,"79866",2018-05-05,2018-09-17,32000," Soybeans",30," Clay Loam"," Field Cultivation"," Halex® GT",NA,NA,39.04,-88.31,"Corn","IL",2018
69,NA,"79869",2018-05-29,2018-10-26,150000," Corn",30," Clay Loam"," No-Till"," Select, Authority® XL, Flexstar®, 2,4-D",NA,NA,41.27,-84.19,"Soybean","OH",2018
209.73,15.77,"79871",201-05-29,201-11-29,34500," Soybeans",30," Clay"," Vertical-Till"," 2.6 qt Bicep II Magnum, 5oz Callisto®",NA,NA,39.1,-83.82,"Corn","OH",201
189.82,18.86,"79874",201-05-25,201-10-19,32000," Soybeans",30," Sandy Clay"," No-Till"," Atrazine, Generic Glyphosate",NA,NA,38.83,-83.59,"Corn","OH",201
204.17,13.12,"79878",2018-05-01,2018-10-17,33500," Soybeans",30," Clay Loam"," No-Till"," None",NA,NA,38.24,-87.81,"Corn","IN",2018
230.39,9.14,"79880",2018-05-15,2018-10-15,35000," Corn",22," Silt Loam"," Conv.-Till"," 28 oz Break Free",NA,NA,45.5,-95.87,"Corn","MN",2018
184.56,10.87,"79885",2018-05-09,2018-09-17,32500," Corn",30," Loam"," Chisel / Vertical-Till"," None",NA,NA,38.18,-87.92,"Corn","IN",2018
135.28,9.57,"79886",201-04-24,201-10-23,32000," Corn",30," Sand"," Conv.-Till"," Halex® GT",NA,NA,41.27,-88.22,"Corn","IL",201
251.51,11.39,"79891",201-05-01,201-10-20,32500," Soybeans",30," Clay Loam"," Field Cultivation"," 20 oz Armezon® Pro, 1qt Aatrex 4L",NA,NA,39.01,-89.19,"Corn","IL",201
188.28,10.68,"79892",201-05-15,201-11-30,33900," Alfalfa",30," Clay Loam"," Chisel / Field Cultivation"," None",NA,NA,43.28,-87.96,"Corn","WI",201
212.11,14.2,"79893",2018-05-15,2018-11-27,34000," Corn",30," Sandy Clay Loam"," Chisel / Field Cultivation"," None",NA,NA,43.32,-88.3,"Corn","WI",2018
216.68,6.74,"79895",2018-05-15,2018-10-01,33000," Soybeans",30," Clay"," Chisel / Field Cultivation"," None",NA,NA,44.12,-88.6,"Corn","WI",2018
206.47,13.83,"79896",201-05-08,201-10-26,35000," Soybeans",30," Clay Loam"," Chisel / Field Cultivation"," SureStart II",NA,NA,44.38,-93.83,"Corn","MN",201
208.4,13.32,"79897",201-05-18,201-10-16,34500," Soybeans",30," Clay Loam"," Chisel / Field Cultivation"," SureStart II",NA,NA,44.31,-93.63,"Corn","MN",201
216.47,12.98,"79900",201-05-18,201-11-14,33000," Soybeans",30," Clay Loam"," Conv.-Till"," None",NA,NA,44.53,-96.47,"Corn","SD",201
216.27,5.99,"79903",201-05-09,201-10-01,29000," Soybeans",30," Silt Loam"," Conv.-Till"," Halex® GT",NA,NA,39.19,-93.39,"Corn","MO",201
186.77,8.2,"79906",201-05-26,201-10-20,33000," Soybeans",30," Silt Loam"," No-Till"," None",NA,NA,43.43,-88.18,"Corn","WI",201
195.65,4.42,"79908",2018-05-31,2018-11-01,32800," Soybeans",30," Silt Loam"," Chisel / Field Cultivation"," None",NA,NA,44.03,-88.2,"Corn","WI",2018
190.47,6.8,"79909",2018-05-25,2018-10-31,33000," Corn",30," Silt Loam"," Chisel / Field Cultivation"," None",NA,NA,44.03,-88.18,"Corn","WI",2018
63.7,3.8,"79910",201-05-29,201-10-01,140000," Corn",15," Silt Loam"," Chisel / Field Cultivation"," None",NA,NA,44.04,-88.24,"Soybean","WI",201
231.43,9.91,"79911",201-05-07,201-10-18,33800," Soybeans",30," Silt Loam"," Conv.-Till"," Roundup",NA,NA,40.74,-90.9,"Corn","IL",201
194.16,9.44,"79913",201-05-25,201-10-23,32000," Soybeans",30," Sandy Loam"," Field Cultivation"," 1qt/ac Roundup PowerMAX®",NA,NA,41.79,-86.3,"Corn","MI",201
139.95,18.84,"79914",201-05-24,201-10-24,30200," Corn",30," Sandy Loam"," Chisel / Field Cultivation"," 1qt/ac Roundup PowerMAX®",NA,NA,43.59,-86.4,"Corn","MI",201
216.8,7.32,"79915",201-05-09,201-10-04,31000," Soybeans",30," Loamy Sand"," No-Till"," 1.5qt/ac Bicep II Magnum",NA,NA,41.72,-85.86,"Corn","IN",201
168.51,13.71,"79917",201-05-29,201-10-23,33000," Soybeans",30," Clay Loam"," No-Till"," None",NA,NA,40.04,-84.83,"Corn","IN",201
49.37,4.76,"79918",2018-06-01,2018-12-11,135000," Corn",20," Silt Loam"," Min.-Till"," None",NA,NA,38.33,-94.29,"Soybean","MO",2018
272.74,14.92,"79919",201-04-18,201-09-18,32500," Soybeans",30," Silty Clay Loam"," Conv.-Till"," None",NA,NA,37.09,-89.76,"Corn","MO",201
244.13,12.58,"79921",201-04-19,201-09-03,32000," Soybeans",30," Sandy Loam"," Bedder-Roller"," Atrazine, Halex® GT",NA,NA,36.94,-89.35,"Corn","MO",201
181.26,10.35,"79923",201-04-19,201-09-05,32000," Soybeans",38," Sandy Loam"," Conv.-Till"," None",NA,NA,36.11,-90.14,"Corn","MO",201
198.5,NA,"79924",2018-05-12,2018-09-29,29500," Soybeans",30," Clay Loam"," Conv.-Till"," Generic Glyphosate, Atrazine, Callisto®",NA,NA,37.56,-89.62,"Corn","MO",2018
188.29,10.94,"79925",201-04-29,201-09-26,32000," Soybeans",30," Silt Loam"," Conv.-Till"," Acuron®",NA,NA,40.51,-91.91,"Corn","MO",201
118.38,17.58,"79926",201-05-01,201-10-03,32271," Soybeans",30," Clay Loam"," Conv.-Till"," Roundup",NA,NA,39.76,-92.57,"Corn","MO",201
191.35,9,"79928",201-04-25,201-09-11,32000," Soybeans",30," Loam"," Field Cultivation / Vertical-Till"," Atrazine, Resicore",NA,NA,40.59,-92.11,"Corn","MO",201
59.76,3.58,"79929",2018-04-25,2018-10-18,150000," Corn",30," Clay Loam"," Field Cultivation"," None",NA,NA,40.59,-92.11,"Soybean","MO",2018
67.36,4.3,"79933",2018-05-30,2018-10-27,150000," Corn",15," Silt Loam"," Conv.-Till"," None",NA,NA,39.12,-93.24,"Soybean","MO",2018
254.2,8.81,"79936",2018-05-10,2018-10-17,35000," Corn",30," Silty Clay Loam"," Chisel"," Roundup",NA,NA,41.35,-90.39,"Corn","IL",2018
244.59,8.81,"79937",2018-05-07,2018-10-04,30000," Soybeans",30," Silt Loam"," Field Cultivation"," 2 qt Acuron®, 1 qt Aatrex 4L",NA,NA,38.77,-88.75,"Corn","IL",2018
220.2,NA,"79938",201-04-30,201-09-19,31000," Soybeans",30," Silt Loam"," Field Cultivation"," 1 qt Atrazine, 3.6 qt Halex® GT",NA,NA,38.73,-88.51,"Corn","IL",201
141.62,9.34,"79939",201-05-26,201-10-27,32760," Soybeans",30," Sandy Clay Loam"," Conv.-Till"," None",NA,NA,45.01,-97.11,"Corn","SD",201
37.27,3.76,"79940",201-05-26,201-10-23,139392," Soybeans",30," Sandy Clay Loam"," Conv.-Till"," None",NA,NA,45,-97.11,"Soybean","SD",201
196.8,NA,"79941",201-05-02,201-11-23,32000," Soybeans",30," Clay"," No-Till"," 32 oz./ac. Atrazine, 5 oz./ac. Corvus®",NA,NA,41.61,-84.7,"Corn","OH",201
213,10.54,"79943",2018-05-11,2018-11-16,33000," Soybeans",30," Clay"," Conv.-Till"," Impact",NA,NA,41.45,-87.52,"Corn","IL",2018
143.96,5.95,"79945",2018-04-28,2018-10-24,32000," Soybeans",30," Loam"," Conv.-Till"," Roundup Original",NA,NA,41.16,-88.05,"Corn","IL",2018
188.8,NA,"79947",201-05-29,201-10-22,34000," Soybeans",30," Loam"," Chisel / Field Cultivation"," 3 oz./ac. Capreno®, 24 oz./ac. Atrazine",NA,NA,41.71,-83.88,"Corn","OH",201
250.32,6.61,"79948",201-04-27,201-09-22,33000," Soybeans",30," Loam"," Chisel"," Roundup",NA,NA,41.26,-88.29,"Corn","IL",201
71.82,4.53,"79949",2018-05-17,2018-10-21,230000," Soybeans",30," Silt Loam"," No-Till"," Buccaneer, Authority® XL",NA,NA,42.69,-90.43,"Soybean","WI",2018
190.35,8.81,"79950",201-05-19,201-10-23,35000," Soybeans",30," Sandy Clay Loam"," Conv.-Till"," None",NA,NA,42.94,-94.68,"Corn","IA",201
195.69,17.75,"79952",201-05-24,201-11-21,32000," Soybeans",30," Silt Loam"," Chisel / Conv.-Till"," 2 qt Atrazine",NA,NA,40.94,-80.8,"Corn","OH",201
49.5,2.56,"79959",2018-05-01,2018-11-01,140000," Corn",30," Silty Clay Loam"," No-Till"," Liberty®",NA,NA,39.24,-91.84,"Soybean","MO",2018
221.74,20.94,"79963",201-05-22,201-10-29,34500," Soybeans",30," Sandy Clay Loam"," Conv.-Till"," Authority",NA,NA,42.9,-94.47,"Corn","IA",201
205.57,5.05,"79964",201-05-06,201-10-30,34846," Soybeans",30," Loam"," Vertical-Till"," Corvus®",NA,NA,40.87,-84.16,"Corn","Oh",201
54.99,2.46,"79966",2018-06-05,2018-11-14,178000," Corn",30," Silt Loam"," No-Till"," Roundup, Zidua®, SinisterTM, Clethodim",NA,NA,40.44,-89.23,"Soybean","IL",2018
52.57,4.67,"79967",2018-06-06,2018-11-17,130000," Soybeans",15," Silt Loam"," No-Till"," None",NA,NA,38.31,-94.71,"Soybean","KS",2018
70.79,4.48,"79968",2018-05-18,2018-10-22,130000," Corn",30," Silty Clay"," Chisel / Vertical-Till"," Sonic®, Ledger",NA,NA,41.92,-92.36,"Soybean","IA",2018
95.3,18.54,"79972",201-05-03,201-09-18,30000," Soybeans",30," Clay Loam"," No-Till"," Roundup PowerMAX®",NA," Escalate®",36.36,-88.87,"Corn","TN",201
237.56,20.42,"79977",201-05-11,201-09-30,34000," Soybeans",30," Clay Loam"," Chisel / Field Cultivation"," 2.75 pts. SureStart",NA,NA,40.97,-91.53,"Corn","IA",201
195.1,15.01,"79978",201-05-06,201-09-27,32000," Soybeans",30," Loamy Sand"," Field Cultivation / Conv.-Till"," Acuron®",NA,NA,40.97,-87.73,"Corn","IL",201
196.96,8.99,"79979",201-05-10,201-10-03,34800," Soybeans",30," Clay Loam"," Conv.-Till"," None",NA,NA,37.79,-87.57,"Corn","KY",201
230.04,13.33,"79981",201-05-16,201-10-23,34000," Soybeans",30," Silty Clay Loam"," Field Cultivation"," None",NA,NA,42.31,-93.48,"Corn","IA",201
208.4,NA,"79984",201-05-01,201-09-06,34800,NA,NA," Silty Clay Loam",NA," 2,4-D, Aatrex, Halex® GT, Roundup",NA,NA,37.54,-87.63,"Corn","KY",201
249.22,13.37,"79986",201-04-29,201-09-16,35000," Corn",30," Silty Clay Loam"," Chisel / Field Cultivation"," Generic Glyphosate",NA,NA,41.34,-89.93,"Corn","IL",201
185.07,13.48,"79988",201-05-08,201-10-24,32000," Corn",30," Clay Loam"," Conv.-Till"," 3 qt Lexar®",NA,NA,40.64,-82.23,"Corn","OH",201
215.5,10.16,"79989",201-05-02,201-10-12,32000," Soybeans",30," Clay Loam"," No-Till"," None",NA,NA,38.54,-88.86,"Corn","IL",201
163.78,12.41,"79990",201-05-07,201-10-08,32000," Soybeans",30," Sandy Clay Loam"," Field Cultivation"," None",NA,NA,38.05,-88.81,"Corn","IL",201
166,15.01,"79991",201-05-02,201-10-17,30000," Soybeans",30," Clay"," Field Cultivation / Conv.-Till"," Capreno®",NA,NA,38.05,-89.23,"Corn","IL",201
224.22,10.92,"79992",201-04-27,201-10-11,32000," Soybeans",30," Clay Loam"," Field Cultivation"," None",NA,NA,38.21,-89.02,"Corn","IL",201
219.33,9.84,"79993",201-04-20,201-10-08,32500," Soybeans",30," Silt Loam"," Field Cultivation"," None",NA,NA,37.79,-89.6,"Corn","IL",201
209.63,14.6,"79997",201-05-15,201-11-15,34000," Soybeans",30," Silt Loam"," No-Till"," Roundup, Status",NA,NA,44.66,-93.08,"Corn","MN",201
180.9,NA,"79998",201-05-15,201-11-15,32000," Soybeans",30," Sandy Loam"," No-Till"," Atrazine, Roundup, Metachlor, Callisto®",NA,NA,44.68,-92.95,"Corn","MN",201
239.42,20.18,"80000",201-05-09,201-10-27,34000," Corn",30," Loam"," Conv.-Till"," Atrazine, Roundup",NA,NA,42.71,-93.26,"Corn","IA",201
206.69,10.92,"80005",201-05-18,201-10-31,34500," Corn",30," Loam"," Conv.-Till"," Roundup PowerMAX®",NA,NA,42.85,-92.56,"Corn","IA",201
222.8,8.84,"80009",201-05-18,201-10-30,33500," Corn",30," Loam"," Conv.-Till"," SureStart II, Roundup PowerMAX®",NA,NA,42.63,-93.2,"Corn","IA",201
224.78,10.02,"80010",201-05-08,201-10-31,36000," Soybeans",30," Loam"," Conv.-Till"," Roundup PowerMAX®",NA,NA,42.63,-92.91,"Corn","IA",201
231,NA,"80018",2018-04-20,2018-10-05,32000," Soybeans",30," Clay Loam"," Vertical-Till"," 32 oz Roundup, 2 pt Atrazine, 2 oz Valor"," 6.8 oz Aproach",NA,36.7,-86.61,"Corn","KY",2018
210.68,19.23,"80020",201-05-09,201-10-17,32000," Soybeans",30," Clay Loam"," No-Till"," Roundup",NA,NA,39.28,-85.81,"Corn","IN",201
59.32,5.54,"80021",2018-05-30,2018-10-17,140000," Corn",15," Clay Loam"," No-Till"," Roundup, Liberty®",NA,NA,39.28,-85.81,"Soybean","IN",2018
169.48,11.77,"80022",201-06-08,201-10-24,26850," Soybeans",36," Sandy Clay Loam"," No-Till"," Roundup",NA,NA,38.8,-86.12,"Corn","IN",201
63.1,3.05,"80023",2018-06-08,2018-10-24,174000," Corn",18," Sandy Clay Loam"," No-Till"," Liberty®",NA,NA,38.8,-86.12,"Soybean","IN",2018
174.5,NA,"80024",201-04-12,201-09-03,30000," Soybeans",30," Clay Loam"," No-Till"," Atrazine, Roundup PowerMAX®",NA,NA,36.69,-86.54,"Corn","KY",201
219.02,7.61,"80025",201-04-30,201-09-14,30000," Corn",30," Clay Loam"," Conv.-Till"," Atrazine, Resicore",NA,NA,38.83,-89.87,"Corn","IL",201
220.6,NA,"80026",201-04-13,201-09-04,30000,NA,NA," Clay Loam",NA," 32 oz Roundup PowerMAX®, 2 qt",NA,NA,36.8,-86.56,"Corn","KY",201
220.64,17.36,"80027",201-05-01,201-09-20,34800," Soybeans",30," Clay Loam"," Min.-Till"," None",NA,NA,37.73,-87.56,"Corn","KY",201
61.69,3.33,"80029",2018-05-08,2018-10-18,140000," Soybeans",30," Sandy Clay Loam"," Min.-Till"," None",NA,NA,37.72,-87.77,"Soybean","KY",2018
66.88,5.2,"80030",2018-05-07,2018-10-09,141000," Corn",30," Clay Loam"," Conv.-Till"," None",NA,NA,37.85,-87.56,"Soybean","KY",2018
55.16,5.89,"80031",2018-04-30,2018-10-29,142000," Soybeans",15," Sandy Clay Loam"," No-Till"," None",NA,NA,37.8,-87.34,"Soybean","KY",2018
59.19,2.93,"80032",2018-06-08,2018-10-29,170000," Corn",15," Sandy Clay Loam"," Conv.-Till"," None",NA,NA,37.3,-88.52,"Soybean","IL",2018
74.89,2.02,"80035",2018-04-26,2018-10-24,130000," Corn",30," Clay Loam"," Conv.-Till"," Fierce, Liberty®",NA,NA,42.11,-89.31,"Soybean","IL",2018
242.79,12.83,"80036",201-05-01,201-10-16,34000," Corn",30," Silty Clay Loam"," Conv.-Till"," Acuron®",NA,NA,42.13,-89.57,"Corn","IL",201
87.08,4.32,"80037",2018-05-01,2018-09-26,130000," Corn",30," Silt Loam"," Conv.-Till"," Liberty®",NA,NA,41.62,-89.25,"Soybean","IL",2018
60.53,5.36,"80040",2018-06-12,2018-10-17,130000," Corn",30," Clay Loam"," Vertical-Till"," Generic Glyphosate",NA,NA,42.1,-89.52,"Soybean","IL",2018
77.19,3.76,"80047",2018-05-25,2018-10-04,150000," Corn",15," Clay Loam"," Disk-Rip / Vertical-Till"," None",NA,NA,41,-83.65,"Soybean","OH",2018
240.66,16.89,"80048",201-05-17,201-10-24,35000," Soybeans",30," Clay Loam"," No-Till"," SureStart",NA,NA,43.39,-96.27,"Corn","IA",201
185.91,19.83,"80049",201-05-22,201-10-31,34000," Soybeans",30," Clay Loam"," Conv.-Till"," Callisto®",NA,NA,43.18,-96.06,"Corn","IA",201
247.49,13.26,"80051",201-05-14,201-10-17,35000," Soybeans",30," Sandy Clay Loam"," Disc"," Liberty®",NA,NA,42.9,-95.94,"Corn","IA",201
68.2,2.23,"80052",2018-05-28,2018-10-24,140000," Corn",30," Sandy Clay Loam"," No-Till"," Roundup",NA,NA,43.39,-96.41,"Soybean","IA",2018
73.28,3.29,"80053",2018-05-16,2018-10-19,35000," Corn",30," Sandy Clay Loam"," Disc"," Roundup Original Max",NA,NA,42.9,-95.94,"Soybean","IA",2018
241.48,13.07,"80063",201-04-13,201-08-31,30000," Corn",30," Clay Loam"," No-Till"," Roundup",NA," Full Escalate®",35.29,-86.22,"Corn","TN",201
198.2,9.93,"80064",201-05-27,201-11-21,35000," Soybeans",30," Sandy Clay Loam"," Disk-Rip"," None",NA,NA,42.91,-94.05,"Corn","IA",201
167.31,23.68,"80065",201-05-28,201-11-10,34997," Soybeans",30," Sandy Clay Loam"," Disk-Rip"," None",NA,NA,42.94,-93.87,"Corn","IA",201
61.52,4.96,"80066",2018-05-28,2018-10-20,139994," Corn",30," Sandy Clay Loam"," Disk-Rip"," Impact",NA,NA,42.94,-93.87,"Soybean","IA",2018
